 TimeStamp etaslcore.tip.0 etaslcore.tip.1 etaslcore.tip.2
 0.00246058  -0.459783 -0.00158532 0.393798 
 0.00332361  -0.45977 -0.00159216 0.393786 
 0.00729841  -0.45977 -0.00159216 0.393786 
 0.0112972  -0.459781 -0.0015907 0.393813 
 0.0153037  -0.459781 -0.0015907 0.393813 
 0.0193631  -0.459781 -0.00158959 0.393803 
 0.0233641  -0.459781 -0.00158959 0.393803 
 0.0274314  -0.459781 -0.00158959 0.393803 
 0.0314259  -0.459774 -0.00159881 0.393759 
 0.0353309  -0.459789 -0.0016011 0.393765 
 0.0393036  -0.459789 -0.0016011 0.393765 
 0.043374  -0.459785 -0.00159297 0.393819 
 0.0472978  -0.459785 -0.00159297 0.393819 
 0.0513927  -0.459791 -0.00158528 0.39379 
 0.0553427  -0.459791 -0.00158528 0.39379 
 0.0593575  -0.459775 -0.00159106 0.39378 
 0.0634058  -0.459775 -0.00159106 0.39378 
 0.0674436  -0.459771 -0.00160296 0.393778 
 0.071388  -0.459771 -0.00160296 0.393778 
 0.0757295  -0.459768 -0.00158124 0.393761 
 0.0793827  -0.459768 -0.00158124 0.393761 
 0.0834335  -0.459788 -0.00160494 0.393797 
 0.087297  -0.459788 -0.00160494 0.393797 
 0.0914059  -0.459759 -0.00160518 0.393752 
 0.0952988  -0.459759 -0.00160518 0.393752 
 0.0997929  -0.459798 -0.00157561 0.393784 
 0.103617  -0.459798 -0.00157561 0.393784 
 0.108415  -0.459778 -0.0016081 0.393805 
 0.111508  -0.459778 -0.0016081 0.393805 
 0.115599  -0.459793 -0.00158914 0.393785 
 0.119477  -0.459793 -0.00158914 0.393785 
 0.123629  -0.459766 -0.00160739 0.393795 
 0.127559  -0.459766 -0.00160739 0.393795 
 0.131667  -0.459783 -0.00158961 0.393783 
 0.135551  -0.459783 -0.00158961 0.393783 
 0.139556  -0.459777 -0.00161021 0.393808 
 0.143642  -0.459777 -0.00161021 0.393808 
 0.147645  -0.459782 -0.00160487 0.393789 
 0.151407  -0.459782 -0.00160487 0.393789 
 0.155595  -0.459784 -0.00160523 0.393816 
 0.15944  -0.459784 -0.00160523 0.393816 
 0.163602  -0.459765 -0.00159321 0.393775 
 0.167433  -0.459765 -0.00159321 0.393775 
 0.171678  -0.459783 -0.00159294 0.393771 
 0.175552  -0.459783 -0.00159294 0.393771 
 0.179615  -0.459788 -0.00159404 0.393806 
 0.183568  -0.459788 -0.00159404 0.393806 
 0.187889  -0.459788 -0.00158537 0.393779 
 0.191399  -0.459788 -0.00158537 0.393779 
 0.195394  -0.459771 -0.00158397 0.39378 
 0.19947  -0.459771 -0.00158397 0.39378 
 0.203477  -0.459777 -0.00159494 0.393769 
 0.20748  -0.459777 -0.00159494 0.393769 
 0.21156  -0.459784 -0.00158962 0.3938 
 0.215461  -0.459784 -0.00158962 0.3938 
 0.219497  -0.459773 -0.00159822 0.393789 
 0.224262  -0.459773 -0.00159822 0.393789 
 0.227625  -0.459765 -0.00159321 0.393774 
 0.231672  -0.459765 -0.00159321 0.393774 
 0.235901  -0.459773 -0.00158251 0.393774 
 0.239621  -0.459773 -0.00158251 0.393774 
 0.243788  -0.459776 -0.00159762 0.393804 
 0.247673  -0.459776 -0.00159762 0.393804 
 0.251666  -0.459787 -0.00159568 0.393781 
 0.255652  -0.459787 -0.00159568 0.393781 
 0.259815  -0.459796 -0.00157713 0.39375 
 0.263766  -0.459796 -0.00157713 0.39375 
 0.267936  -0.459773 -0.0015777 0.393801 
 0.271676  -0.459773 -0.0015777 0.393801 
 0.27564  -0.459777 -0.00156884 0.393801 
 0.279678  -0.459777 -0.00156884 0.393801 
 0.283784  -0.459793 -0.00157826 0.393831 
 0.287643  -0.459793 -0.00157826 0.393831 
 0.291779  -0.459783 -0.00160103 0.393747 
 0.295705  -0.459783 -0.00160103 0.393747 
 0.299774  -0.459788 -0.00159731 0.393789 
 0.303595  -0.459788 -0.00159731 0.393789 
 0.307639  -0.459799 -0.00159089 0.39379 
 0.311618  -0.459799 -0.00159089 0.39379 
 0.315779  -0.459761 -0.00159205 0.393759 
 0.319595  -0.459761 -0.00159205 0.393759 
 0.323842  -0.459782 -0.0015934 0.393805 
 0.327649  -0.459782 -0.0015934 0.393805 
 0.331738  -0.459762 -0.00159318 0.393777 
 0.335574  -0.459762 -0.00159318 0.393777 
 0.339775  -0.459799 -0.00159788 0.393802 
 0.343713  -0.459799 -0.00159788 0.393802 
 0.347661  -0.459782 -0.00159398 0.393811 
 0.351534  -0.459782 -0.00159398 0.393811 
 0.355667  -0.459783 -0.0015886 0.393822 
 0.359488  -0.459783 -0.0015886 0.393822 
 0.363684  -0.459756 -0.0015895 0.393762 
 0.367479  -0.459756 -0.0015895 0.393762 
 0.371579  -0.459788 -0.00157728 0.393779 
 0.375479  -0.459788 -0.00157728 0.393779 
 0.379774  -0.459779 -0.00158855 0.393769 
 0.383735  -0.459779 -0.00158855 0.393769 
 0.387788  -0.459783 -0.00159294 0.393769 
