 TimeStamp etaslcore.tip.0 etaslcore.tip.1 etaslcore.tip.2
 0.00286168  -0.4602 -0.00102444 0.394645 
 0.00647946  -0.460216 -0.00101925 0.394645 
 0.0103876  -0.460214 -0.00100769 0.394679 
 0.0141503  -0.460214 -0.00100769 0.394679 
 0.0181706  -0.460222 -0.00102622 0.394687 
 0.0219911  -0.460222 -0.00102622 0.394687 
 0.0261591  -0.460213 -0.00101146 0.394671 
 0.0303314  -0.460213 -0.00101146 0.394671 
 0.0363383  -0.460224 -0.00101701 0.394659 
 0.0399182  -0.460224 -0.00101701 0.394659 
 0.0429819  -0.460212 -0.00102223 0.394656 
 0.0469481  -0.460212 -0.00102223 0.394656 
 0.0509909  -0.460218 -0.000999991 0.394647 
 0.0549436  -0.460218 -0.000999991 0.394647 
 0.0589212  -0.460223 -0.00103443 0.394679 
 0.0630315  -0.460223 -0.00103443 0.394679 
 0.0669688  -0.460233 -0.00100903 0.394653 
 0.0711157  -0.460233 -0.00100903 0.394653 
 0.0749423  -0.460215 -0.000998466 0.394639 
 0.0790934  -0.460215 -0.000998466 0.394639 
 0.0832906  -0.460201 -0.00101726 0.39465 
 0.0869527  -0.460201 -0.00101726 0.39465 
 0.090925  -0.460212 -0.00100605 0.394662 
 0.0948792  -0.460212 -0.00100605 0.394662 
 0.0988473  -0.460216 -0.00102074 0.394679 
 0.10292  -0.460216 -0.00102074 0.394679 
 0.106806  -0.460215 -0.000997889 0.394659 
 0.110953  -0.460215 -0.000997889 0.394659 
 0.115037  -0.460214 -0.00100608 0.394642 
 0.118937  -0.460214 -0.00100608 0.394642 
 0.122678  -0.460223 -0.0010241 0.394665 
 0.126814  -0.460223 -0.0010241 0.394665 
 0.130896  -0.46022 -0.000999118 0.394686 
 0.134716  -0.46022 -0.000999118 0.394686 
 0.138698  -0.460226 -0.00104106 0.394666 
 0.143321  -0.460226 -0.00104106 0.394666 
 0.147308  -0.460203 -0.00100863 0.394648 
 0.152763  -0.460203 -0.00100863 0.394648 
 0.154945  -0.460198 -0.00103634 0.394629 
 0.159497  -0.460198 -0.00103634 0.394629 
 0.16441  -0.460212 -0.00101742 0.394661 
 0.167436  -0.460212 -0.00101742 0.394661 
 0.171293  -0.460216 -0.00100938 0.394691 
 0.175317  -0.460216 -0.00100938 0.394691 
 0.179258  -0.460226 -0.00101703 0.394668 
 0.183238  -0.460226 -0.00101703 0.394668 
 0.187267  -0.46021 -0.00101412 0.394652 
 0.191802  -0.46021 -0.00101412 0.394652 
 0.195346  -0.46021 -0.00100437 0.394642 
 0.200385  -0.46021 -0.00100437 0.394642 
 0.20314  -0.460207 -0.00102992 0.394653 
 0.206969  -0.460207 -0.00102992 0.394653 
 0.210258  -0.460222 -0.00100338 0.394684 
 0.214537  -0.460222 -0.00100338 0.394684 
 0.218186  -0.460202 -0.00103133 0.394667 
 0.222229  -0.460202 -0.00103133 0.394667 
 0.226437  -0.460211 -0.00101798 0.394676 
 0.230429  -0.460211 -0.00101798 0.394676 
 0.234249  -0.460211 -0.00100709 0.394672 
 0.238006  -0.460211 -0.00100709 0.394672 
 0.241935  -0.460209 -0.00102008 0.394662 
 0.24603  -0.460209 -0.00102008 0.394662 
 0.249976  -0.460227 -0.000997415 0.394682 
 0.255367  -0.460227 -0.000997415 0.394682 
 0.259048  -0.460224 -0.0010349 0.394634 
 0.262933  -0.460224 -0.0010349 0.394634 
 0.266862  -0.4602 -0.00102713 0.394622 
 0.270919  -0.4602 -0.00102713 0.394622 
 0.274054  -0.460207 -0.00100972 0.39467 
 0.278921  -0.460207 -0.00100972 0.39467 
 0.282683  -0.460205 -0.00103798 0.394671 
 0.286526  -0.460205 -0.00103798 0.394671 
 0.290515  -0.460211 -0.00101855 0.39466 
 0.294489  -0.460211 -0.00101855 0.39466 
 0.298485  -0.460236 -0.00100247 0.394657 
 0.302434  -0.460236 -0.00100247 0.394657 
 0.306435  -0.460215 -0.00101859 0.39465 
 0.311039  -0.460215 -0.00101859 0.39465 
 0.31492  -0.460221 -0.00102023 0.394649 
 0.318804  -0.460221 -0.00102023 0.394649 
 0.322692  -0.46022 -0.00103766 0.394664 
 0.326706  -0.46022 -0.00103766 0.394664 
 0.330742  -0.460215 -0.0010267 0.394663 
 0.334674  -0.460215 -0.0010267 0.394663 
 0.33856  -0.460208 -0.000996592 0.394661 
 0.342562  -0.460208 -0.000996592 0.394661 
 0.346699  -0.460229 -0.00101167 0.394644 
 0.351395  -0.460229 -0.00101167 0.394644 
 0.3548  -0.460213 -0.000998884 0.394659 
 0.358799  -0.460213 -0.000998884 0.394659 
 0.361963  -0.460215 -0.00100609 0.394653 
 0.366239  -0.460215 -0.00100609 0.394653 
 0.370496  -0.46021 -0.00102996 0.394651 
 0.374432  -0.46021 -0.00102996 0.394651 
 0.378594  -0.460198 -0.0010124 0.394635 
 0.382513  -0.460198 -0.0010124 0.394635 
 0.38649  -0.460199 -0.00102378 0.394655 
 0.390476  -0.460199 -0.00102378 0.394655 
 0.394972  -0.4602 -0.00103085 0.394677 
 0.398874  -0.4602 -0.00103085 0.394677 
 0.402916  -0.460205 -0.00102117 0.394662 
 0.406916  -0.460205 -0.00102117 0.394662 
 0.409978  -0.460199 -0.00102321 0.394648 
 0.413955  -0.460199 -0.00102321 0.394648 
 0.418252  -0.4602 -0.00102713 0.394672 
 0.42215  -0.4602 -0.00102713 0.394672 
 0.426146  -0.46022 -0.00103549 0.394673 
 0.430516  -0.46022 -0.00103549 0.394673 
 0.434145  -0.460209 -0.000997818 0.394685 
 0.437907  -0.460209 -0.000997818 0.394685 
 0.441927  -0.460217 -0.00102345 0.394642 
 0.445909  -0.460217 -0.00102345 0.394642 
 0.450475  -0.460191 -0.0010351 0.394657 
 0.454178  -0.460191 -0.0010351 0.394657 
 0.459096  -0.46022 -0.00099968 0.394674 
 0.462181  -0.46022 -0.00099968 0.394674 
 0.466434  -0.460199 -0.00104175 0.394663 
 0.470526  -0.460199 -0.00104175 0.394663 
 0.474798  -0.460204 -0.00101295 0.394678 
 0.47866  -0.460204 -0.00101295 0.394678 
 0.482419  -0.46021 -0.00102662 0.394645 
 0.486401  -0.46021 -0.00102662 0.394645 
 0.489961  -0.460219 -0.00101865 0.394678 
 0.493901  -0.460219 -0.00101865 0.394678 
 0.497919  -0.460219 -0.00100506 0.394659 
 0.501918  -0.460219 -0.00100506 0.394659 
 0.50595  -0.460213 -0.00103205 0.394621 
 0.510281  -0.460213 -0.00103205 0.394621 
 0.514299  -0.460209 -0.000987023 0.394645 
 0.517998  -0.460209 -0.000987023 0.394645 
 0.522  -0.460226 -0.0010056 0.39469 
 0.525993  -0.460226 -0.0010056 0.39469 
 0.530003  -0.460213 -0.00102397 0.394664 
 0.533998  -0.460213 -0.00102397 0.394664 
 0.538033  -0.460222 -0.00100844 0.394679 
 0.542425  -0.460222 -0.00100844 0.394679 
 0.546705  -0.460206 -0.0010152 0.394658 
 0.550966  -0.460206 -0.0010152 0.394658 
 0.553986  -0.460212 -0.00102665 0.394672 
 0.557994  -0.460212 -0.00102665 0.394672 
 0.562015  -0.460226 -0.00102747 0.394668 
