 TimeStamp etaslcore.tip.0 etaslcore.tip.1 etaslcore.tip.2
 0.00165112  -0.460788 -0.0016536 0.3933 
 0.00335937  -0.460788 -0.0016536 0.3933 
 0.00739738  -0.460784 -0.00166339 0.393306 
 0.0115489  -0.460784 -0.00166339 0.393306 
 0.0155152  -0.460777 -0.00166602 0.393297 
 0.0192777  -0.460777 -0.00166602 0.393297 
 0.0232669  -0.460794 -0.00167114 0.393278 
 0.0272811  -0.460794 -0.00167114 0.393278 
 0.0313754  -0.460787 -0.00164437 0.393274 
 0.0353593  -0.460787 -0.00164437 0.393274 
 0.0394034  -0.460782 -0.00166551 0.393293 
 0.0434959  -0.460782 -0.00166551 0.393293 
 0.0472693  -0.460776 -0.00165409 0.393279 
 0.0513486  -0.460776 -0.00165409 0.393279 
 0.055448  -0.460805 -0.00166306 0.393277 
 0.0591548  -0.460805 -0.00166306 0.393277 
 0.0632428  -0.460816 -0.00164582 0.393299 
 0.0672563  -0.460816 -0.00164582 0.393299 
 0.0712059  -0.460807 -0.00164786 0.393307 
 0.0751892  -0.460807 -0.00164786 0.393307 
 0.0792355  -0.460791 -0.0016738 0.393308 
 0.0833275  -0.460791 -0.0016738 0.393308 
 0.0874509  -0.460789 -0.00165574 0.393287 
 0.0914011  -0.460789 -0.00165574 0.393287 
 0.0953889  -0.460803 -0.00165376 0.393283 
 0.099295  -0.460803 -0.00165376 0.393283 
 0.103302  -0.460814 -0.00166586 0.393285 
 0.107255  -0.460814 -0.00166586 0.393285 
 0.111325  -0.460786 -0.00165571 0.393287 
 0.115372  -0.460786 -0.00165571 0.393287 
 0.119389  -0.460797 -0.00165432 0.393319 
 0.123266  -0.460797 -0.00165432 0.393319 
 0.127436  -0.460803 -0.00166574 0.393315 
 0.131449  -0.460803 -0.00166574 0.393315 
 0.135295  -0.460795 -0.00166565 0.393319 
 0.139231  -0.460795 -0.00166565 0.393319 
 0.143392  -0.460791 -0.00166561 0.393281 
 0.14723  -0.460791 -0.00166561 0.393281 
 0.151327  -0.460788 -0.00168298 0.393302 
 0.155372  -0.460788 -0.00168298 0.393302 
